year,region_name,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,link_length_km,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles
2022,London,134,Croydon,E09000008,A23,PA,Major,0.4,88,267,24899,186,7023,654,122,312,92,190,256,1627,34002
2023,London,134,Croydon,E09000008,A23,PA,Major,0.4,83,247,25389,184,7126,653,115,290,90,190,240,1578,34524
2016,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,101,337,16243,292,3277,907,93,121,18,2,188,1329,21478
2017,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,102,327,16223,285,3468,934,96,125,19,2,193,1369,21673
2018,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,202,362,18958,90,3828,217,40,101,19,37,46,460,23698
2019,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,244,390,19000,88,3815,215,42,105,19,37,46,463,23756
2020,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,167,249,16299,92,4374,378,20,127,36,66,45,672,21685
2021,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,125,257,17824,108,5009,411,22,139,39,69,47,727,23925
2022,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,99,253,18116,190,3181,648,28,92,39,61,79,947,22688
2023,London,178,Kingston upon Thames,E09000021,A243,PA,Major,1.7,94,236,18565,188,3244,650,27,86,38,61,75,937,23169
2016,London,66,Hillingdon,E09000017,A4020,PA,Major,0.4,96,225,19309,271,3128,310,80,73,18,85,63,629,23562
2017,London,66,Hillingdon,E09000017,A4020,PA,Major,0.4,82,202,17124,228,2935,272,73,66,17,76,58,560,21049
2018,London,66,Hillingdon,E09000017,A4020,PA,Major,0.5,93,199,16909,206,2986,274,72,64,17,78,61,565,20866
2019,London,66,Hillingdon,E09000017,A4020,PA,Major,0.5,100,183,16804,205,2904,265,72,63,17,79,60,555,20651
2020,London,66,Hillingdon,E09000017,A4020,PA,Major,0.5,115,136,12839,130,2578,234,63,56,15,70,52,490,16174
2021,London,66,Hillingdon,E09000017,A4020,PA,Major,0.5,94,144,14083,134,2797,249,67,61,15,74,56,523,17681
2022,London,66,Hillingdon,E09000017,A4020,PA,Major,0.5,84,162,15543,149,3134,267,72,67,17,79,59,560,19549
2023,London,66,Hillingdon,E09000017,A4020,PA,Major,0.5,82,153,15132,143,3047,252,67,64,16,73,54,527,19002
2016,London,176,Bromley,E09000006,A233,PA,Major,1.7,23,82,6696,244,1449,103,17,39,5,3,9,177,8646
2017,London,176,Bromley,E09000006,A233,PA,Major,1.7,58,118,6716,246,1229,90,3,3,6,9,13,124,8432
2018,London,176,Bromley,E09000006,A233,PA,Major,1.7,57,118,6710,237,1254,90,3,2,6,9,13,123,8442
2019,London,176,Bromley,E09000006,A233,PA,Major,1.7,54,125,6727,236,1254,88,3,2,6,9,12,121,8463
2020,London,176,Bromley,E09000006,A233,PA,Major,1.7,66,95,5099,196,1093,78,2,2,5,8,11,107,6591
2021,London,176,Bromley,E09000006,A233,PA,Major,1.7,59,109,5502,198,1165,82,3,2,5,9,12,113,7086
2022,London,176,Bromley,E09000006,A233,PA,Major,1.7,61,125,5651,200,1265,88,3,2,6,9,11,119,7361
2023,London,176,Bromley,E09000006,A233,PA,Major,1.7,62,127,5639,202,1287,87,3,2,6,9,11,118,7373
2016,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,203,230,22516,80,2068,362,79,60,0,4,12,517,25411
2017,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,132,190,18644,64,2853,133,35,18,10,2,11,209,21959
2018,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,130,192,18627,62,2911,133,34,15,10,2,11,205,21996
2019,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,122,202,18676,61,2910,131,35,16,10,2,11,204,22053
2020,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,151,154,14157,51,2537,116,29,13,8,2,9,177,17076
2021,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,83,313,17574,42,2768,222,28,28,5,2,10,295,20993
2022,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,85,361,18051,43,3005,237,30,29,5,2,10,312,21773
2023,London,168,Barking and Dagenham,E09000002,A124,PA,Major,1,87,367,18014,43,3059,235,29,28,5,2,9,308,21790
2016,London,165,Haringey,E09000014,A503,PA,Major,0.9,549,990,28863,890,4809,1119,200,246,0,118,172,1855,37408
2017,London,165,Haringey,E09000014,A503,PA,Major,0.9,621,567,13657,600,2665,311,42,99,13,12,8,485,17974
2016,London,165,Haringey,E09000014,A1055,PA,Major,0.7,263,1161,26147,1015,6506,1360,201,293,102,83,144,2182,37011
2017,London,165,Haringey,E09000014,A1055,PA,Major,0.7,257,1203,26139,974,6452,1337,213,251,92,82,141,2116,36885
2016,London,108,Wandsworth,E09000032,A218,PA,Major,0.6,145,179,2662,0,667,57,0,0,0,0,0,57,3566
2016,London,185,Harrow,E09000015,A4005,PA,Major,1,116,183,8232,271,770,284,10,268,2,1,34,598,10054
2017,London,185,Harrow,E09000015,A4005,PA,Major,1,113,190,8229,261,763,279,11,229,1,1,33,554,9997
2018,London,185,Harrow,E09000015,A4005,PA,Major,1,112,191,8222,251,779,280,10,185,1,1,32,510,9953
2019,London,185,Harrow,E09000015,A4005,PA,Major,1,31,187,12081,248,1241,99,27,16,9,17,15,182,13938
2020,London,185,Harrow,E09000015,A4005,PA,Major,1,38,142,9158,206,1082,88,22,13,7,15,13,158,10747
2021,London,185,Harrow,E09000015,A4005,PA,Major,1,34,162,9880,208,1153,92,24,15,8,16,14,169,11572
2022,London,185,Harrow,E09000015,A4005,PA,Major,1,35,187,10148,211,1252,99,26,15,9,16,14,178,11976
2023,London,185,Harrow,E09000015,A4005,PA,Major,1,36,190,10127,212,1274,98,25,15,8,16,13,174,11978
2016,London,118,Brent,E09000005,A404,PA,Major,1.4,358,505,16062,693,2646,315,38,66,19,19,15,472,20378
2017,London,118,Brent,E09000005,A404,PA,Major,1.4,349,524,16057,665,2624,310,41,56,17,19,15,457,20327
2018,London,118,Brent,E09000005,A404,PA,Major,1.4,345,528,16043,640,2678,311,40,46,17,18,14,446,20334
2019,London,118,Brent,E09000005,A404,PA,Major,1.4,323,557,16085,636,2676,306,41,48,17,18,14,444,20398
2020,London,118,Brent,E09000005,A404,PA,Major,1.4,400,424,12193,530,2333,271,34,40,14,16,12,387,15867
2021,London,118,Brent,E09000005,A404,PA,Major,1.4,357,484,13155,535,2488,285,36,44,15,17,13,411,17071
2022,London,118,Brent,E09000005,A404,PA,Major,1.4,512,1530,14514,690,2285,384,42,54,12,14,36,542,19560
2023,London,118,Brent,E09000005,A404,PA,Major,1.4,525,1552,14483,696,2325,382,41,53,11,14,34,535,19591
2016,London,118,Brent,E09000005,A4089,PA,Major,0.5,129,184,16368,1010,2777,399,47,88,10,11,39,594,20933
2017,London,118,Brent,E09000005,A4089,PA,Major,0.5,126,191,16363,970,2754,392,50,76,9,11,38,576,20853
2018,London,118,Brent,E09000005,A4089,PA,Major,0.5,214,393,19007,973,1366,121,24,33,7,14,7,206,21944
2019,London,118,Brent,E09000005,A4089,PA,Major,0.5,201,415,19056,967,1365,119,24,35,7,14,7,206,22009
2020,London,118,Brent,E09000005,A4089,PA,Major,0.5,248,316,14445,806,1190,105,20,29,6,12,6,179,16936
2021,London,118,Brent,E09000005,A4089,PA,Major,0.5,222,361,15584,813,1269,111,22,32,6,13,7,190,18217
2022,London,118,Brent,E09000005,A4089,PA,Major,0.5,295,1164,16868,924,2144,280,34,14,3,14,11,358,21458
2023,London,118,Brent,E09000005,A4089,PA,Major,0.5,303,1180,16833,932,2182,279,33,14,3,14,10,354,21481
2016,London,122,Hackney,E09000012,A1208,PA,Major,0.6,4922,1378,8796,1071,2901,537,45,227,9,17,16,850,14995
2017,London,122,Hackney,E09000012,A1208,PA,Major,0.6,4808,1428,8793,1028,2877,528,48,194,8,17,15,810,14936
2018,London,122,Hackney,E09000012,A1208,PA,Major,0.6,4749,1439,8786,989,2935,530,47,157,8,16,15,773,14922
2019,London,122,Hackney,E09000012,A1208,PA,Major,0.6,4450,1518,8809,983,2934,521,47,165,8,16,15,772,15016
2020,London,122,Hackney,E09000012,A1208,PA,Major,0.6,5506,1156,6677,820,2558,462,39,136,7,14,13,671,11882
2021,London,122,Hackney,E09000012,A1208,PA,Major,0.6,4918,1319,7204,827,2727,486,42,150,7,15,14,715,12792
2022,London,122,Hackney,E09000012,A1208,PA,Major,0.6,2624,1481,9496,599,3182,543,34,63,7,0,19,666,15423
2023,London,122,Hackney,E09000012,A1208,PA,Major,0.6,2690,1503,9476,604,3238,540,33,62,7,0,18,659,15479
2016,London,204,Merton,E09000024,A238,PA,Major,1.8,873,245,10185,305,1606,119,25,24,7,6,10,191,12533
2017,London,204,Merton,E09000024,A238,PA,Major,1.8,853,254,10182,293,1593,117,27,21,6,5,10,186,12508
2016,London,204,Merton,E09000024,A238,PA,Major,1.2,652,107,5308,471,1178,80,15,7,1,2,1,107,7171
2017,London,204,Merton,E09000024,A238,PA,Major,1.2,637,111,5307,452,1168,79,16,6,1,2,1,106,7143
2018,London,204,Merton,E09000024,A238,PA,Major,1.2,629,112,5302,435,1192,79,16,5,1,2,1,104,7145
2019,London,204,Merton,E09000024,A238,PA,Major,1.2,589,118,5316,432,1191,78,16,5,1,2,1,104,7161
2020,London,204,Merton,E09000024,A238,PA,Major,1.2,729,90,4030,360,1038,69,13,4,1,2,1,90,5609
2021,London,204,Merton,E09000024,A238,PA,Major,1.2,651,103,4347,363,1107,73,15,5,1,2,1,96,6016
2022,London,204,Merton,E09000024,A238,PA,Major,1.2,717,317,5306,462,911,142,22,6,2,2,1,175,7171
2023,London,204,Merton,E09000024,A238,PA,Major,1.2,735,322,5295,466,927,141,21,6,2,2,1,173,7183
2016,London,109,Westminster,E09000033,A4,PA,Major,0.3,117,192,5846,496,1678,414,56,133,11,1,4,619,8833
2017,London,109,Westminster,E09000033,A4,PA,Major,0.3,114,199,5844,477,1664,407,60,114,10,1,4,596,8780
2018,London,109,Westminster,E09000033,A4,PA,Major,0.3,113,201,5839,459,1698,409,59,92,10,1,4,575,8772
2019,London,109,Westminster,E09000033,A4,PA,Major,0.3,105,212,5855,456,1698,402,60,96,10,1,4,573,8793
2020,London,109,Westminster,E09000033,A4,PA,Major,0.3,131,161,4438,380,1480,356,50,80,8,1,3,498,6957
2016,London,145,Camden,E09000007,A5202,PA,Major,1.4,512,123,17058,366,574,128,0,8,0,0,0,136,18255
2017,London,145,Camden,E09000007,A5202,PA,Major,1.4,500,127,17052,351,569,126,0,7,0,0,0,132,18232
2018,London,145,Camden,E09000007,A5202,PA,Major,1.4,494,128,17037,338,580,126,0,5,0,0,0,132,18215
2019,London,145,Camden,E09000007,A5202,PA,Major,1.4,463,135,17082,336,580,124,0,6,0,0,0,130,18263
2020,London,145,Camden,E09000007,A5202,PA,Major,1.4,647,144,3241,216,433,84,5,7,1,0,1,98,4132
2021,London,145,Camden,E09000007,A5202,PA,Major,1.4,578,165,3497,218,461,88,5,7,1,0,1,103,4444
2022,London,145,Camden,E09000007,A5202,PA,Major,1.4,592,190,3592,221,501,94,5,8,2,0,1,110,4613
2023,London,145,Camden,E09000007,A5202,PA,Major,1.4,607,192,3584,223,510,93,5,7,1,0,1,109,4618
2016,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,225,72,2205,192,304,32,3,6,0,0,0,41,2813
2017,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,220,75,2204,184,301,31,3,5,0,0,0,39,2804
2018,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,217,76,2202,177,307,31,3,4,0,0,0,38,2801
2019,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,203,80,2208,176,307,31,3,4,0,0,0,38,2809
2020,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,279,155,1928,176,328,38,6,2,1,0,1,48,2636
2021,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,273,138,1762,181,384,56,7,2,0,0,0,65,2529
2022,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,280,159,1809,183,417,60,7,2,0,0,0,69,2638
2023,London,107,Lambeth,E09000022,A2214,PA,Major,0.3,287,161,1806,184,425,60,7,2,0,0,0,68,2644
2016,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,243,83,2488,214,404,33,3,6,2,0,0,45,3233
2017,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,238,86,2487,205,401,33,4,5,1,0,0,44,3222
2018,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,235,86,2485,197,409,33,4,4,1,0,0,43,3220
2019,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,220,91,2491,196,409,32,4,4,1,0,0,42,3230
2020,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,271,148,2431,178,440,51,4,2,1,0,1,58,3256
2021,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,252,132,1895,185,460,54,4,9,0,0,1,67,2739
2022,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,258,152,1946,187,499,58,4,9,0,0,1,71,2856
2023,London,107,Lambeth,E09000022,A2214,PA,Major,0.2,264,154,1942,189,508,57,4,9,0,0,1,70,2864
2016,London,201,Havering,E09000016,A1306,PA,Major,0.6,65,230,13545,305,3195,786,105,204,26,137,143,1401,18675
2017,London,201,Havering,E09000016,A1306,PA,Major,0.6,65,223,13529,296,3381,810,108,211,26,138,147,1440,18870
2018,London,201,Havering,E09000016,A1306,PA,Major,0.7,63,218,13464,282,3541,821,111,223,27,138,150,1469,18974
2019,London,201,Havering,E09000016,A1306,PA,Major,0.7,54,211,12898,192,3325,271,107,120,62,62,92,714,17340
2020,London,201,Havering,E09000016,A1306,PA,Major,0.7,69,157,9419,123,2846,243,92,106,55,57,82,636,13181
2021,London,201,Havering,E09000016,A1306,PA,Major,0.7,52,162,10300,146,3259,265,99,115,59,60,87,685,14552
2022,London,201,Havering,E09000016,A1306,PA,Major,0.7,50,180,11055,156,3630,272,102,118,62,62,89,706,15727
2023,London,201,Havering,E09000016,A1306,PA,Major,0.7,78,161,12931,194,3250,491,135,84,8,25,91,834,17371
2016,London,201,Havering,E09000016,A1306,PA,Major,0.8,62,56,3664,119,2110,657,65,48,26,118,60,972,6922
2017,London,201,Havering,E09000016,A1306,PA,Major,0.8,62,55,3660,116,2233,676,67,50,26,118,61,998,7062
2018,London,201,Havering,E09000016,A1306,PA,Major,0.9,61,53,3642,110,2338,686,68,52,26,118,62,1013,7158
2019,London,201,Havering,E09000016,A1306,PA,Major,0.9,74,57,3650,109,2330,680,72,54,27,118,62,1012,7159
2020,London,201,Havering,E09000016,A1306,PA,Major,0.9,94,43,2666,70,1995,612,62,48,24,108,55,908,5681
2021,London,201,Havering,E09000016,A1306,PA,Major,0.9,29,43,2268,111,1501,543,143,72,8,38,339,1144,5067
2022,London,201,Havering,E09000016,A1306,PA,Major,0.9,28,47,2435,118,1672,558,148,73,9,40,349,1178,5450
2023,London,201,Havering,E09000016,A1306,PA,Major,0.9,27,44,2495,117,1705,560,140,68,8,40,330,1146,5507
2016,London,174,City of London,E09000001,A1,PA,Major,0.4,617,583,8779,519,1772,386,53,36,10,4,0,490,12144
2017,London,174,City of London,E09000001,A1,PA,Major,0.4,603,605,8777,498,1757,380,57,31,9,4,0,480,12117
2018,London,174,City of London,E09000001,A1,PA,Major,0.4,595,609,8769,480,1793,381,56,25,9,4,0,475,12126
2019,London,174,City of London,E09000001,A1,PA,Major,0.4,558,643,8792,477,1792,375,57,26,9,4,0,471,12174
2020,London,174,City of London,E09000001,A1,PA,Major,0.4,691,583,4769,461,1632,361,22,22,1,0,0,406,7852
2021,London,174,City of London,E09000001,A1,PA,Major,0.4,617,665,5145,465,1740,381,24,24,1,0,0,430,8445
2022,London,174,City of London,E09000001,A1,PA,Major,0.4,632,767,5285,471,1889,406,25,25,1,0,0,457,8869
2023,London,174,City of London,E09000001,A1,PA,Major,0.4,648,778,5274,475,1922,404,24,24,1,0,0,453,8903
2016,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2352,22,19,424,44,1,0,0,0,0,0,1,510
2017,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2298,22,19,407,44,1,0,0,0,0,0,1,493
2018,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2269,23,19,392,45,1,0,0,0,0,0,1,479
2019,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2127,24,19,390,45,1,0,0,0,0,0,1,478
2020,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2631,18,14,325,39,1,0,0,0,0,0,1,397
2021,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2350,21,15,327,42,1,0,0,0,0,0,1,406
2022,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2406,24,16,331,45,1,0,0,0,0,0,1,417
2023,London,103,Southwark,E09000028,A3203,PA,Major,0.3,2468,24,16,334,46,1,0,0,0,0,0,1,421
2016,London,147,Ealing,E09000009,A4000,PA,Major,0.2,136,134,7328,86,1502,141,56,78,4,0,21,300,9351
2017,London,147,Ealing,E09000009,A4000,PA,Major,0.2,133,139,7326,82,1490,138,60,67,4,0,21,289,9326
2018,London,147,Ealing,E09000009,A4000,PA,Major,0.2,131,140,7319,79,1520,139,59,54,4,0,20,275,9335
2019,London,147,Ealing,E09000009,A4000,PA,Major,0.2,246,554,9267,388,2927,349,59,117,39,75,51,690,13826
2020,London,147,Ealing,E09000009,A4000,PA,Major,0.2,304,422,7025,324,2551,309,49,97,33,66,44,598,10920
2021,London,147,Ealing,E09000009,A4000,PA,Major,0.2,272,482,7579,326,2720,325,53,107,35,70,48,638,11745
2022,London,147,Ealing,E09000009,A4000,PA,Major,0.2,278,556,7784,330,2953,347,56,109,38,74,47,670,12294
2023,London,147,Ealing,E09000009,A4000,PA,Major,0.2,285,564,7768,333,3005,345,55,107,36,72,44,659,12329
2016,London,147,Ealing,E09000009,A4000,PA,Major,0.3,109,148,5286,420,1611,346,111,108,0,35,66,666,8131
2017,London,147,Ealing,E09000009,A4000,PA,Major,0.3,106,153,5285,403,1598,340,118,92,0,35,65,650,8089
2018,London,147,Ealing,E09000009,A4000,PA,Major,0.3,105,154,5280,388,1630,341,117,75,0,34,62,629,8081
2019,London,147,Ealing,E09000009,A4000,PA,Major,0.3,208,361,4967,275,2266,190,12,26,7,19,4,257,8127
2020,London,147,Ealing,E09000009,A4000,PA,Major,0.3,257,275,3766,229,1976,168,10,21,6,17,3,225,6470
2021,London,147,Ealing,E09000009,A4000,PA,Major,0.3,230,314,4062,231,2106,177,11,23,6,18,3,239,6952
2022,London,147,Ealing,E09000009,A4000,PA,Major,0.3,235,361,4173,234,2287,189,12,24,7,19,3,253,7308
2023,London,147,Ealing,E09000009,A4000,PA,Major,0.3,241,367,4164,236,2327,188,11,23,7,18,3,250,7344
2016,London,147,Ealing,E09000009,A4000,PA,Major,0.3,8,47,591,0,71,13,7,0,0,0,0,21,730
2017,London,147,Ealing,E09000009,A4000,PA,Major,0.3,7,49,591,0,70,13,8,0,0,0,0,21,731
2018,London,147,Ealing,E09000009,A4000,PA,Major,0.3,7,49,590,0,72,13,8,0,0,0,0,21,732
2019,London,147,Ealing,E09000009,A4000,PA,Major,0.3,97,627,11129,114,4107,378,68,109,51,69,43,718,16695
2020,London,147,Ealing,E09000009,A4000,PA,Major,0.3,120,478,8436,95,3581,335,56,90,43,61,38,623,13212
2021,London,147,Ealing,E09000009,A4000,PA,Major,0.3,107,545,9101,96,3817,353,60,100,46,64,40,664,14223
2022,London,147,Ealing,E09000009,A4000,PA,Major,0.3,110,629,9348,97,4144,376,64,102,50,68,40,699,14917
2023,London,147,Ealing,E09000009,A4000,PA,Major,0.3,113,638,9329,98,4218,374,62,100,47,66,37,687,14969
2016,London,147,Ealing,E09000009,A4000,PA,Major,0.2,333,414,9140,510,2089,610,58,429,29,69,102,1296,13450
2017,London,147,Ealing,E09000009,A4000,PA,Major,0.2,325,429,9138,490,2072,599,61,368,26,69,99,1222,13351
2016,London,147,Ealing,E09000009,A4000,PA,Major,0.3,198,511,13628,465,3440,864,72,337,19,108,109,1509,19553
2017,London,147,Ealing,E09000009,A4000,PA,Major,0.3,193,529,13624,446,3412,849,76,289,17,108,107,1446,19457
2018,London,147,Ealing,E09000009,A4000,PA,Major,0.3,191,533,13612,429,3481,853,75,234,17,105,103,1386,19441
2019,London,147,Ealing,E09000009,A4000,PA,Major,0.3,179,563,13647,427,3480,839,76,245,17,105,102,1383,19500
2020,London,147,Ealing,E09000009,A4000,PA,Major,0.3,221,429,10345,356,3034,742,63,202,15,93,89,1204,15367
2021,London,147,Ealing,E09000009,A4000,PA,Major,0.3,197,489,11161,359,3234,782,68,223,16,98,95,1282,16525
2022,London,147,Ealing,E09000009,A4000,PA,Major,0.3,202,564,11464,363,3511,834,72,228,17,103,94,1348,17250
2023,London,147,Ealing,E09000009,A4000,PA,Major,0.3,207,572,11440,366,3573,829,70,223,16,101,88,1328,17279
2016,London,109,Westminster,E09000033,A301,PA,Major,0.2,7914,2074,12713,4415,3155,572,68,50,0,0,0,690,23046
2017,London,109,Westminster,E09000033,A301,PA,Major,0.2,7730,2149,12709,4238,3129,562,72,43,0,0,0,677,22902
2018,London,109,Westminster,E09000033,A301,PA,Major,0.2,6521,1550,14427,5257,4549,396,94,46,14,19,7,576,26358
2019,London,109,Westminster,E09000033,A301,PA,Major,0.2,6111,1635,14465,5225,4547,389,95,48,14,19,7,572,26444
2020,London,109,Westminster,E09000033,A301,PA,Major,0.2,7560,1246,10965,4355,3964,344,79,40,12,17,6,498,21028
2016,London,109,Westminster,E09000033,A301,PA,Major,0.1,9700,2704,14704,4763,5093,515,114,98,1,0,1,729,27993
2017,London,109,Westminster,E09000033,A301,PA,Major,0.1,9475,2802,14700,4572,5050,506,121,84,1,0,1,714,27837
2018,London,109,Westminster,E09000033,A301,PA,Major,0.1,6620,2366,20725,4498,5511,364,73,46,16,12,7,518,33618
2019,London,109,Westminster,E09000033,A301,PA,Major,0.1,6204,2497,20779,4471,5509,358,74,48,16,12,7,515,33770
2020,London,109,Westminster,E09000033,A301,PA,Major,0.1,1851,1090,12416,3853,3503,352,28,100,2,5,14,501,21363
2021,London,109,Westminster,E09000033,A301,PA,Major,0.1,1653,1244,13395,3885,3735,371,30,110,2,6,15,534,22793
2022,London,109,Westminster,E09000033,A301,PA,Major,0.1,1693,1434,13759,3933,4054,396,32,113,2,6,15,563,23743
2023,London,109,Westminster,E09000033,A301,PA,Major,0.1,1736,1455,13730,3965,4126,393,31,110,2,6,14,557,23833
2016,London,109,Westminster,E09000033,A301,PA,Major,0.7,32,766,4535,191,1100,84,0,0,1,0,0,85,6677
2017,London,109,Westminster,E09000033,A301,PA,Major,0.7,31,794,4534,183,1090,82,0,0,1,0,0,83,6685
2018,London,109,Westminster,E09000033,A301,PA,Major,0.7,25,977,7229,236,1810,184,0,3,0,0,0,188,10439
2019,London,109,Westminster,E09000033,A301,PA,Major,0.7,23,1030,7247,234,1809,181,0,3,0,0,0,185,10506
2020,London,109,Westminster,E09000033,A301,PA,Major,0.7,29,785,5494,195,1577,161,0,3,0,0,0,163,8215
2021,London,109,Westminster,E09000033,A301,PA,Major,0.7,26,896,5927,197,1682,169,0,3,0,0,0,172,8873
2022,London,109,Westminster,E09000033,A301,PA,Major,0.7,26,1033,6088,199,1826,180,0,3,0,0,0,184,9329
2023,London,109,Westminster,E09000033,A301,PA,Major,0.7,27,1048,6075,201,1858,179,0,3,0,0,0,182,9364
2016,London,107,Lambeth,E09000022,A23,PA,Major,0.2,4900,1708,8254,1050,2909,587,27,65,10,21,12,722,14643
2017,London,107,Lambeth,E09000022,A23,PA,Major,0.2,4786,1770,8252,1008,2885,577,29,55,9,21,12,703,14617
2018,London,107,Lambeth,E09000022,A23,PA,Major,0.2,4728,1784,8244,970,2944,579,28,45,9,20,12,693,14635
2019,London,107,Lambeth,E09000022,A23,PA,Major,0.2,3465,1512,9955,921,3372,208,32,47,12,15,15,329,16090
2020,London,107,Lambeth,E09000022,A23,PA,Major,0.2,4287,1152,7547,767,2940,184,27,39,10,13,13,286,12692
2021,London,107,Lambeth,E09000022,A23,PA,Major,0.2,2544,1102,6084,785,2021,382,21,23,12,9,15,462,10454
2022,London,107,Lambeth,E09000022,A23,PA,Major,0.2,2605,1271,6249,795,2194,407,22,24,13,10,15,491,10999
2023,London,107,Lambeth,E09000022,A23,PA,Major,0.2,2672,1289,6236,801,2232,405,21,23,12,10,14,485,11044
