LinkID,RoadName,RoadCategory,SpeedBand,MinimumSpeed,MaximumSpeed,StartLon,StartLat,EndLon,EndLat,Timestamp
103000098,TOMLINSON ROAD,D,4,30,39,103.82621354051224,1.3034535281731428,103.82687869301157,1.302018104115238,2024-10-02 03:00:00
103000099,TOMLINSON ROAD,D,4,30,39,103.82687869301157,1.302018104115238,103.82621354051224,1.3034535281731428,2024-10-02 03:00:00
103000106,SHREWSBURY ROAD,E,2,10,19,103.8497306240015,1.3185208604394962,103.8484896779184,1.31828390673076,2024-10-02 03:00:00
103000107,SHREWSBURY ROAD,E,8,70,999,103.8484896779184,1.31828390673076,103.8497306240015,1.3185208604394962,2024-10-02 03:00:00
103000110,TELOK BLANGAH HEIGHTS,D,3,20,29,103.81040355919788,1.2771369059505562,103.80909264308316,1.277633353991097,2024-10-02 03:00:00
103000111,TELOK BLANGAH HEIGHTS,D,3,20,29,103.80909264308316,1.277633353991097,103.81040355919788,1.2771369059505562,2024-10-02 03:00:00
103000114,TELOK BLANGAH HEIGHTS,D,3,20,29,103.80909264308316,1.277633353991097,103.80767112662544,1.2780189431917124,2024-10-02 03:00:00
103000115,TELOK BLANGAH HEIGHTS,D,4,30,39,103.80767112662544,1.2780189431917124,103.80909264308316,1.277633353991097,2024-10-02 03:00:00
103000118,TELOK BLANGAH HEIGHTS,D,5,40,49,103.81171237266508,1.276590038864878,103.81302172471231,1.276042945010033,2024-10-02 03:00:00
103000119,TELOK BLANGAH HEIGHTS,D,4,30,39,103.81302172471231,1.276042945010033,103.81171237266508,1.276590038864878,2024-10-02 03:00:00
103000122,PAN ISLAND EXPRESSWAY,A,8,70,999,103.69440892471032,1.350438528643087,103.69536755921838,1.3517801862142893,2024-10-02 03:00:00
103000123,PAN ISLAND EXPRESSWAY,A,8,70,999,103.69536755921838,1.3517801862142893,103.69440892471032,1.350438528643087,2024-10-02 03:00:00
103000124,WILKINSON ROAD,F,3,20,29,103.88515409863628,1.3022604164237386,103.88506135448996,1.3020018334230383,2024-10-02 03:00:00
103000128,WILKIE ROAD,E,3,20,29,103.84859614838282,1.3021332006151929,103.84892228360394,1.3019803247888424,2024-10-02 03:00:00
103000134,CAMP ROAD,D,6,50,59,103.8192445570385,1.3023326560971626,103.8193666357108,1.3019259729917445,2024-10-02 03:00:00
103000135,CAMP ROAD,D,5,40,49,103.8193666357108,1.3019259729917445,103.8192445570385,1.3023326560971626,2024-10-02 03:00:00
103000138,LENGKOK MERAK,E,7,60,69,103.82562409886084,1.3019154913408086,103.82556786730588,1.3021005061138486,2024-10-02 03:00:00
103000139,LENGKOK MERAK,E,7,60,69,103.82556786730588,1.3021005061138486,103.82562409886084,1.3019154913408086,2024-10-02 03:00:00
103000142,TANGLIN WALK,E,3,20,29,103.81714881291576,1.30277750949525,103.81671018445115,1.301902777906714,2024-10-02 03:00:00
103000143,TANGLIN WALK,E,3,20,29,103.81671018445115,1.301902777906714,103.81714881291576,1.30277750949525,2024-10-02 03:00:00
103000146,TANGLIN HILL,E,3,20,29,103.81671018445115,1.301902777906714,103.81636988608548,1.3020760157371165,2024-10-02 03:00:00
103000147,TANGLIN HILL,E,3,20,29,103.81636988608548,1.3020760157371165,103.81671018445115,1.301902777906714,2024-10-02 03:00:00
103000148,SOPHIA ROAD,E,3,20,29,103.8475350103308,1.3020505931348514,103.84742450630118,1.3018924565367096,2024-10-02 03:00:00
103000152,ADIS ROAD,E,3,20,29,103.84742450630118,1.3018924565367096,103.84735684695016,1.3020981998994814,2024-10-02 03:00:00
103000156,KRAMAT ROAD,B,3,20,29,103.84120126880777,1.301871430195363,103.84059908315484,1.3024590972915755,2024-10-02 03:00:00
103000162,AKYAB ROAD,E,8,70,999,103.8478245306422,1.3223315936500188,103.84825791705197,1.323225112339397,2024-10-02 03:00:00
103000163,AKYAB ROAD,E,5,40,49,103.84825791705197,1.323225112339397,103.8478245306422,1.3223315936500188,2024-10-02 03:00:00
103000166,OXFORD ROAD,E,3,20,29,103.8525278217439,1.3158766228467986,103.853008273284,1.3154336431941307,2024-10-02 03:00:00
103000167,OXFORD ROAD,E,3,20,29,103.853008273284,1.3154336431941307,103.8525278217439,1.3158766228467986,2024-10-02 03:00:00
103000170,KEMPAS ROAD,E,6,50,59,103.85944206093605,1.315899168782131,103.85980837679443,1.3154021442041506,2024-10-02 03:00:00
103000171,KEMPAS ROAD,E,4,30,39,103.85980837679443,1.3154021442041506,103.85944206093605,1.315899168782131,2024-10-02 03:00:00
103000174,JALAN KORMA,E,8,70,999,103.84426743639844,1.315777012057452,103.84390320841796,1.3156603053759763,2024-10-02 03:00:00
103000175,JALAN KORMA,E,3,20,29,103.84390320841796,1.3156603053759763,103.84426743639844,1.315777012057452,2024-10-02 03:00:00
103000176,STEVENS ROAD,F,6,50,59,103.83345390955976,1.3098922536055888,103.83404900921592,1.3097312042342106,2024-10-02 03:00:00
103000182,ARDMORE PARK,D,5,40,49,103.82839685211005,1.3095892684441353,103.82879350703922,1.3097460950865234,2024-10-02 03:00:00
103000183,ARDMORE PARK,D,4,30,39,103.82879350703922,1.3097460950865234,103.82839685211005,1.3095892684441353,2024-10-02 03:00:00
103000186,ARDMORE PARK,D,4,30,39,103.82839685211005,1.3095892684441353,103.82740509577656,1.3102253421678596,2024-10-02 03:00:00
103000187,ARDMORE PARK,D,4,30,39,103.82740509577656,1.3102253421678596,103.82839685211005,1.3095892684441353,2024-10-02 03:00:00
103000190,ANTHONY ROAD,E,3,20,29,103.8376076936921,1.310468565405978,103.8362897642633,1.3095693665135413,2024-10-02 03:00:00
103000191,ANTHONY ROAD,E,4,30,39,103.8362897642633,1.3095693665135413,103.8376076936921,1.310468565405978,2024-10-02 03:00:00
103000194,CAIRNHILL ROAD,C,5,40,49,103.8362897642633,1.3095693665135413,103.83555854453066,1.310692335045372,2024-10-02 03:00:00
103000195,CAIRNHILL ROAD,C,6,50,59,103.83555854453066,1.310692335045372,103.8362897642633,1.3095693665135413,2024-10-02 03:00:00
103000198,KEMPAS ROAD,E,2,10,19,103.85925389319206,1.3156794372910705,103.85944206093605,1.315899168782131,2024-10-02 03:00:00
103000199,KEMPAS ROAD,E,4,30,39,103.85944206093605,1.315899168782131,103.85925389319206,1.3156794372910705,2024-10-02 03:00:00
103000202,ANG MO KIO AVENUE 4,C,4,30,39,103.83969577191468,1.3778764702530613,103.8395587643731,1.377082366481272,2024-10-02 03:00:00
103000203,ANG MO KIO AVENUE 4,C,4,30,39,103.8395587643731,1.377082366481272,103.83969577191468,1.3778764702530613,2024-10-02 03:00:00
103000206,ANG MO KIO AVENUE 4,C,4,30,39,103.83946526641824,1.3765237228546705,103.8395587643731,1.377082366481272,2024-10-02 03:00:00
103000207,ANG MO KIO AVENUE 4,C,4,30,39,103.8395587643731,1.377082366481272,103.83946526641824,1.3765237228546705,2024-10-02 03:00:00
103000210,ANG MO KIO AVENUE 4,C,3,20,29,103.83770121892717,1.3835254500944634,103.83781517599796,1.38338023612439,2024-10-02 03:00:00
103000211,ANG MO KIO AVENUE 4,C,6,50,59,103.83781517599796,1.38338023612439,103.83770121892717,1.3835254500944634,2024-10-02 03:00:00
103000214,ANG MO KIO AVENUE 4,C,3,20,29,103.83781517599796,1.38338023612439,103.83863653439964,1.382279369988045,2024-10-02 03:00:00
103000215,ANG MO KIO AVENUE 4,C,3,20,29,103.83863653439964,1.382279369988045,103.83781517599796,1.38338023612439,2024-10-02 03:00:00
103000218,ANG MO KIO AVENUE 4,C,3,20,29,103.83732856251386,1.3840112390167347,103.83770121892717,1.3835254500944634,2024-10-02 03:00:00
103000219,ANG MO KIO AVENUE 4,C,5,40,49,103.83770121892717,1.3835254500944634,103.83732856251386,1.3840112390167347,2024-10-02 03:00:00
103000222,ANG MO KIO AVENUE 8,C,5,40,49,103.84756217854924,1.3777027981180603,103.84765705588656,1.3771978910136298,2024-10-02 03:00:00
103000223,ANG MO KIO AVENUE 8,C,4,30,39,103.84765705588656,1.3771978910136298,103.84756217854924,1.3777027981180603,2024-10-02 03:00:00
103000226,ANG MO KIO AVENUE 8,C,5,40,49,103.84765705588656,1.3771978910136298,103.8477379516158,1.376730487972268,2024-10-02 03:00:00
103000227,ANG MO KIO AVENUE 8,C,4,30,39,103.8477379516158,1.376730487972268,103.84765705588656,1.3771978910136298,2024-10-02 03:00:00
103000228,DORSET ROAD,D,4,30,39,103.8503240466532,1.3133901063939395,103.84974217909104,1.3129765172117367,2024-10-02 03:00:00
103000234,ANG MO KIO AVENUE 9,D,5,40,49,103.84313695546383,1.3839740978654105,103.8424480441498,1.3838894069258951,2024-10-02 03:00:00
103000235,ANG MO KIO AVENUE 9,D,4,30,39,103.8424480441498,1.3838894069258951,103.84313695546383,1.3839740978654105,2024-10-02 03:00:00
103000238,NORFOLK ROAD,B,6,50,59,103.84888640803764,1.317103654150258,103.84775689847758,1.3164233526759437,2024-10-02 03:00:00
103000239,NORFOLK ROAD,B,5,40,49,103.84775689847758,1.3164233526759437,103.84888640803764,1.317103654150258,2024-10-02 03:00:00
103000242,ANG MO KIO AVENUE 4,C,5,40,49,103.83811376463666,1.3748784522832425,103.8390063090149,1.3755371440113775,2024-10-02 03:00:00
103000243,ANG MO KIO AVENUE 4,C,4,30,39,103.8390063090149,1.3755371440113775,103.83811376463666,1.3748784522832425,2024-10-02 03:00:00
103000246,NASSIM ROAD,D,4,30,39,103.82143582576197,1.3112406329656845,103.82204317904964,1.3118940935550103,2024-10-02 03:00:00
103000247,NASSIM ROAD,D,2,10,19,103.82204317904964,1.3118940935550103,103.82143582576197,1.3112406329656845,2024-10-02 03:00:00
103000254,BALMORAL PARK,E,5,40,49,103.82959840334954,1.3134139917128311,103.82975943310102,1.3129593497249092,2024-10-02 03:00:00
103000255,BALMORAL PARK,E,5,40,49,103.82975943310102,1.3129593497249092,103.82959840334954,1.3134139917128311,2024-10-02 03:00:00
103000258,STEVENS ROAD,C,5,40,49,103.82911750896496,1.3131328782183662,103.82975943310102,1.3129593497249092,2024-10-02 03:00:00
103000259,STEVENS ROAD,C,7,60,69,103.82975943310102,1.3129593497249092,103.82911750896496,1.3131328782183662,2024-10-02 03:00:00
103000260,PETAIN ROAD,E,3,20,29,103.8572772263322,1.3128994765010902,103.85667709880155,1.3134069573818214,2024-10-02 03:00:00
103000266,BALMORAL ROAD,D,5,40,49,103.8305390230549,1.3135704480430792,103.82975943310102,1.3129593497249092,2024-10-02 03:00:00
103000267,BALMORAL ROAD,D,5,40,49,103.82975943310102,1.3129593497249092,103.8305390230549,1.3135704480430792,2024-10-02 03:00:00
103000270,STEVENS ROAD,C,5,40,49,103.82975943310102,1.3129593497249092,103.82979421597224,1.3129482532197403,2024-10-02 03:00:00
103000271,STEVENS ROAD,C,7,60,69,103.82979421597224,1.3129482532197403,103.82975943310102,1.3129593497249092,2024-10-02 03:00:00
103000276,KAMPONG JAVA ROAD,F,5,40,49,103.84591215724936,1.3131522033523786,103.8453609319561,1.3129397527298754,2024-10-02 03:00:00
103000282,KAMPONG JAVA ROAD,B,3,20,29,103.8435107552494,1.3128915402722745,103.8434271564376,1.3134502209463657,2024-10-02 03:00:00
103000283,KAMPONG JAVA ROAD,B,3,20,29,103.8434271564376,1.3134502209463657,103.8435107552494,1.3128915402722745,2024-10-02 03:00:00
103000290,RACE COURSE ROAD,D,2,10,19,103.85513650754488,1.3133115247400988,103.85467601502488,1.3128657945370723,2024-10-02 03:00:00
103000291,RACE COURSE ROAD,D,6,50,59,103.85467601502488,1.3128657945370723,103.85513650754488,1.3133115247400988,2024-10-02 03:00:00
103000292,LORONG 3 GEYLANG,E,4,30,39,103.8745843404284,1.3112814046832442,103.8740481840283,1.3128669001147928,2024-10-02 03:00:00
103000298,GOODWOOD HILL,E,5,40,49,103.83361404903052,1.311265024985496,103.83387874363072,1.3114126715258738,2024-10-02 03:00:00
103000299,GOODWOOD HILL,E,7,60,69,103.83387874363072,1.3114126715258738,103.83361404903052,1.311265024985496,2024-10-02 03:00:00
103000300,STEVENS ROAD,F,5,40,49,103.83315772987676,1.3115941685350712,103.83361404903052,1.311265024985496,2024-10-02 03:00:00
103000306,NASSIM ROAD,D,3,20,29,103.82143582576197,1.3112406329656845,103.8212526635276,1.3116597146848918,2024-10-02 03:00:00
103000307,NASSIM ROAD,D,3,20,29,103.8212526635276,1.3116597146848918,103.82143582576197,1.3112406329656845,2024-10-02 03:00:00
103000310,RUTLAND ROAD,E,3,20,29,103.84910566257994,1.311229840433147,103.8497305801562,1.311802597676934,2024-10-02 03:00:00
103000311,RUTLAND ROAD,E,8,70,999,103.8497305801562,1.311802597676934,103.84910566257994,1.311229840433147,2024-10-02 03:00:00
103000312,RUTLAND ROAD,E,2,10,19,103.8488917458808,1.3113680558354108,103.84910566257994,1.311229840433147,2024-10-02 03:00:00
103000316,OPHIR ROAD,F,8,70,999,103.86259120957736,1.292423970537279,103.8623028359393,1.2912349150968774,2024-10-02 03:00:00
103000324,RAFFLES BOULEVARD,F,8,70,999,103.86236811495664,1.2912309351425506,103.86295353079224,1.2918238027402371,2024-10-02 03:00:00
103000330,ANG MO KIO AVENUE 4,C,4,30,39,103.8373787219774,1.3739406188810974,103.83811376463666,1.3748784522832425,2024-10-02 03:00:00
103000331,ANG MO KIO AVENUE 4,C,4,30,39,103.83811376463666,1.3748784522832425,103.8373787219774,1.3739406188810974,2024-10-02 03:00:00
103000334,ANG MO KIO AVENUE 8,C,5,40,49,103.84946957875536,1.3694747355079808,103.84972450005914,1.369024197584065,2024-10-02 03:00:00
103000335,ANG MO KIO AVENUE 8,C,4,30,39,103.84972450005914,1.369024197584065,103.84946957875536,1.3694747355079808,2024-10-02 03:00:00
103000338,ANG MO KIO AVENUE 8,C,6,50,59,103.84885708436424,1.370561839669548,103.84934676362796,1.3696927152524048,2024-10-02 03:00:00
103000339,ANG MO KIO AVENUE 8,C,4,30,39,103.84934676362796,1.3696927152524048,103.84885708436424,1.370561839669548,2024-10-02 03:00:00
103000342,ANG MO KIO AVENUE 8,C,5,40,49,103.84934676362796,1.3696927152524048,103.84946957875536,1.3694747355079808,2024-10-02 03:00:00
103000343,ANG MO KIO AVENUE 8,C,5,40,49,103.84946957875536,1.3694747355079808,103.84934676362796,1.3696927152524048,2024-10-02 03:00:00
103000346,BEDOK NORTH AVENUE 1,C,4,30,39,103.9272244469284,1.3239673531148124,103.92726159815368,1.3236245437060072,2024-10-02 03:00:00
103000347,BEDOK NORTH AVENUE 1,C,4,30,39,103.92726159815368,1.3236245437060072,103.9272244469284,1.3239673531148124,2024-10-02 03:00:00
103000350,BEDOK NORTH AVENUE 1,C,3,20,29,103.92720949943045,1.3240846767490342,103.9271573268364,1.3244923386287593,2024-10-02 03:00:00
103000351,BEDOK NORTH AVENUE 1,C,5,40,49,103.9271573268364,1.3244923386287593,103.92720949943045,1.3240846767490342,2024-10-02 03:00:00
103000354,SURREY ROAD,E,3,20,29,103.84261245053747,1.3159382308514525,103.84294233512516,1.315854648211366,2024-10-02 03:00:00
103000355,SURREY ROAD,E,8,70,999,103.84294233512516,1.315854648211366,103.84261245053747,1.3159382308514525,2024-10-02 03:00:00
103000358,ANG MO KIO AVENUE 8,C,6,50,59,103.84499903089493,1.3807128617466986,103.84500991262864,1.3807123642926429,2024-10-02 03:00:00
103000359,ANG MO KIO AVENUE 8,C,6,50,59,103.84500991262864,1.3807123642926429,103.84499903089493,1.3807128617466986,2024-10-02 03:00:00
103000362,NASSIM ROAD,D,3,20,29,103.82204317904964,1.3118940935550103,103.82252274944037,1.3126625795883653,2024-10-02 03:00:00
103000363,NASSIM ROAD,D,2,10,19,103.82252274944037,1.3126625795883653,103.82204317904964,1.3118940935550103,2024-10-02 03:00:00
103000366,LINCOLN ROAD,E,3,20,29,103.84294233512516,1.315854648211366,103.84327853125002,1.3167136667120711,2024-10-02 03:00:00
103000367,LINCOLN ROAD,E,8,70,999,103.84327853125002,1.3167136667120711,103.84294233512516,1.315854648211366,2024-10-02 03:00:00
103000374,ANG MO KIO AVENUE 8,C,7,60,69,103.84500991262864,1.3807123642926429,103.8451761128162,1.380684897925153,2024-10-02 03:00:00
103000375,ANG MO KIO AVENUE 8,C,5,40,49,103.8451761128162,1.380684897925153,103.84500991262864,1.3807123642926429,2024-10-02 03:00:00
103000378,SURREY ROAD,E,4,30,39,103.84338520326874,1.3157272395598174,103.84294233512516,1.315854648211366,2024-10-02 03:00:00
103000379,SURREY ROAD,E,8,70,999,103.84294233512516,1.315854648211366,103.84338520326874,1.3157272395598174,2024-10-02 03:00:00
103000382,SURREY ROAD,E,6,50,59,103.8422544308538,1.3156132848934614,103.84261245053747,1.3159382308514525,2024-10-02 03:00:00
103000383,SURREY ROAD,E,2,10,19,103.84261245053747,1.3159382308514525,103.8422544308538,1.3156132848934614,2024-10-02 03:00:00
103000386,WEE NAM ROAD,E,3,20,29,103.84277519172518,1.3147915862600077,103.84338520326874,1.3157272395598174,2024-10-02 03:00:00
103000387,WEE NAM ROAD,E,8,70,999,103.84338520326874,1.3157272395598174,103.84277519172518,1.3147915862600077,2024-10-02 03:00:00
103000390,MOHAMAD SULTAN ROAD,E,3,20,29,103.83939185990796,1.291162335870407,103.83879622503638,1.2909587737416484,2024-10-02 03:00:00
103000391,MOHAMAD SULTAN ROAD,E,3,20,29,103.83879622503638,1.2909587737416484,103.83939185990796,1.291162335870407,2024-10-02 03:00:00
103000394,MARTIN ROAD,E,4,30,39,103.83840296152836,1.2916111381542603,103.83879622503638,1.2909587737416484,2024-10-02 03:00:00
103000395,MARTIN ROAD,E,4,30,39,103.83879622503638,1.2909587737416484,103.83840296152836,1.2916111381542603,2024-10-02 03:00:00
103000406,SAIBOO STREET,E,4,30,39,103.83879622503638,1.2909587737416484,103.83812231618585,1.289631592532383,2024-10-02 03:00:00
103000407,SAIBOO STREET,E,4,30,39,103.83812231618585,1.289631592532383,103.83879622503638,1.2909587737416484,2024-10-02 03:00:00
103000408,STADIUM CRESCENT,F,6,50,59,103.88129074763484,1.304116421073875,103.88194501182524,1.303480947720935,2024-10-02 03:00:00
103000414,JALAN KUBOR,E,8,70,999,103.85962406762611,1.3034705740870909,103.85918340072986,1.3041658180712976,2024-10-02 03:00:00
103000415,JALAN KUBOR,E,3,20,29,103.85918340072986,1.3041658180712976,103.85962406762611,1.3034705740870909,2024-10-02 03:00:00
103000418,TOMLINSON ROAD,D,5,40,49,103.82573244672774,1.30450312346212,103.82621354051224,1.3034535281731428,2024-10-02 03:00:00
103000419,TOMLINSON ROAD,D,4,30,39,103.82621354051224,1.3034535281731428,103.82573244672774,1.30450312346212,2024-10-02 03:00:00
103000422,BIDEFORD ROAD,C,5,40,49,103.83626910885548,1.3037416943275602,103.83695623568973,1.303367431108309,2024-10-02 03:00:00
103000423,BIDEFORD ROAD,C,5,40,49,103.83695623568973,1.303367431108309,103.83626910885548,1.3037416943275602,2024-10-02 03:00:00
103000430,CHATSWORTH ROAD,D,6,50,59,103.82447173073814,1.299700019895312,103.82423630283772,1.2997425241983005,2024-10-02 03:00:00
103000431,CHATSWORTH ROAD,D,2,10,19,103.82423630283772,1.2997425241983005,103.82447173073814,1.299700019895312,2024-10-02 03:00:00
103000432,DEVONSHIRE ROAD,E,5,40,49,103.83736801561636,1.299700493522719,103.83693000207772,1.299804080133152,2024-10-02 03:00:00
103000438,CHATSWORTH ROAD,D,4,30,39,103.8215795098097,1.3002619350753115,103.82122821735582,1.2996880144700964,2024-10-02 03:00:00
103000439,CHATSWORTH ROAD,D,4,30,39,103.82122821735582,1.2996880144700964,103.8215795098097,1.3002619350753115,2024-10-02 03:00:00
103000446,PRINSEP STREET,B,2,10,19,103.850267144461,1.3004162443480554,103.84973050315914,1.299920511324217,2024-10-02 03:00:00
103000447,PRINSEP STREET,B,3,20,29,103.84973050315914,1.299920511324217,103.850267144461,1.3004162443480554,2024-10-02 03:00:00
103000448,RUTLAND ROAD,E,2,10,19,103.84910566257994,1.311229840433147,103.84889480067116,1.3113233168952203,2024-10-02 03:00:00
103000454,ORANGE GROVE ROAD,D,6,50,59,103.82532382034226,1.3112234836796168,103.82511923783522,1.3114913467964102,2024-10-02 03:00:00
103000455,ORANGE GROVE ROAD,D,4,30,39,103.82511923783522,1.3114913467964102,103.82532382034226,1.3112234836796168,2024-10-02 03:00:00
103000456,ORANGE GROVE ROAD,D,6,50,59,103.82532382034226,1.3112234836796168,103.82493559289009,1.3113363109408036,2024-10-02 03:00:00
103000466,WINSTEDT DRIVE,E,6,50,59,103.84231654800288,1.3106771084130493,103.84260572116985,1.3112736986654532,2024-10-02 03:00:00
103000467,WINSTEDT DRIVE,E,6,50,59,103.84260572116985,1.3112736986654532,103.84231654800288,1.3106771084130493,2024-10-02 03:00:00
103000470,GILSTEAD ROAD,E,8,70,999,103.84092930386213,1.319061396656469,103.84085187490123,1.3188105351806545,2024-10-02 03:00:00
103000471,GILSTEAD ROAD,E,8,70,999,103.84085187490123,1.3188105351806545,103.84092930386213,1.319061396656469,2024-10-02 03:00:00
103000474,MOULMEIN RISE,E,6,50,59,103.84649970636902,1.3193341206043805,103.84759767077377,1.318792210179824,2024-10-02 03:00:00
103000475,MOULMEIN RISE,E,6,50,59,103.84759767077377,1.318792210179824,103.84649970636902,1.3193341206043805,2024-10-02 03:00:00
103000476,GRANGE ROAD,C,3,20,29,103.82492836261136,1.2995966073516918,103.82502125420042,1.299590087190852,2024-10-02 03:00:00
103000486,UPPER WILKIE ROAD,E,4,30,39,103.84718841611496,1.3040286035789883,103.84807244793292,1.303500829348059,2024-10-02 03:00:00
103000487,UPPER WILKIE ROAD,E,3,20,29,103.84807244793292,1.303500829348059,103.84718841611496,1.3040286035789883,2024-10-02 03:00:00
103000488,JALAN BENAAN KAPAL,E,5,40,49,103.88260774967814,1.303806415521386,103.8835098914414,1.304792453252485,2024-10-02 03:00:00
103000494,STEVENS ROAD,C,6,50,59,103.83124637127273,1.3126031583342976,103.83235126377782,1.3123210243571486,2024-10-02 03:00:00
103000495,STEVENS ROAD,C,7,60,69,103.83235126377782,1.3123210243571486,103.83124637127273,1.3126031583342976,2024-10-02 03:00:00
103000498,SYED ALWI ROAD,E,4,30,39,103.85870764712448,1.3068304068438552,103.85912667113942,1.3063839358022185,2024-10-02 03:00:00
